"TRAN DATE","paySlip","CHQ NO","amount"
"21/03/2018",5680,912859,24829
"21/03/2018",5680,682774,12377
"21/03/2018",5681,716642,24891
"21/03/2018",5682,705367,76465
"21/03/2018",5682,46319,7225
"21/03/2018",5682,192949,18715
"21/03/2018",5682,192950,14686
"21/03/2018",5682,398102,9121
"21/03/2018",5682,518150,5722
"21/03/2018",5682,538443,26640
"21/03/2018",5682,565177,101022
"21/03/2018",5682,568885,7688
"21/03/2018",5682,568886,7414
"21/03/2018",5682,568887,15978
"21/03/2018",5682,695216,6415
"21/03/2018",5682,771314,19038
"21/03/2018",5683,19032018,6053
"21/03/2018",5683,4,7624
"21/03/2018",5683,231861,6584
"21/03/2018",5684,231931,22414
"21/03/2018",5684,77,9419
"21/03/2018",5684,117,6125
"21/03/2018",5684,198,14888
"21/03/2018",5684,284,11714
"21/03/2018",5684,5889,1531
"21/03/2018",5684,16789,1243
"21/03/2018",5684,19511,4718
"21/03/2018",5684,60611,1440
"21/03/2018",5684,69459,4491
"21/03/2018",5684,83982,12682
"21/03/2018",5684,669387,10593
"21/03/2018",5684,909860,2719
"21/03/2018",5685,947305,18846
"21/03/2018",5685,35,11374
"21/03/2018",5685,102,50724
"21/03/2018",5685,139,6390
"21/03/2018",5685,382,83858
"21/03/2018",5685,383,24020
"21/03/2018",5685,384,27642
"21/03/2018",5685,93805,23329
"21/03/2018",5685,105550,11447
"21/03/2018",5685,267012,13487
"21/03/2018",5685,485561,12010
"21/03/2018",5685,741506,12130
"21/03/2018",5685,869123,8375
"21/03/2018",5686,945934,17742
"21/03/2018",5686,5,6764
"21/03/2018",5686,35,7903
"21/03/2018",5686,124,6041
"21/03/2018",5686,27730,42304
"21/03/2018",5686,154351,4082
"21/03/2018",5686,369651,20931
"21/03/2018",5686,393495,11940
"21/03/2018",5686,658256,4200
"21/03/2018",5686,680197,2688
"21/03/2018",5686,682291,8715
"21/03/2018",5686,685307,3773
"21/03/2018",5686,706918,70834
"21/03/2018",5687,706919,49208
"21/03/2018",5687,26,17682
"21/03/2018",5687,10890,4285
"21/03/2018",5687,132687,12798
"21/03/2018",5694,132688,7582
"22/03/2018",5694,78,62428
"22/03/2018",5694,15162,60535
"22/03/2018",5694,291666,74066
"22/03/2018",5694,443369,79753
"22/03/2018",5694,493480,3702
"22/03/2018",5695,736670,17334
"22/03/2018",,0,2701210
